C_tot_M,C_tot_mol_per_m3,lambda_D_nm,C_D_F_per_m2,g_Au,g_Pd,q_Au,q_Pd,E_mix_with_EDL_V,E_mix_without_EDL_V,i_mix_avg_with_EDL_A_per_m2,i_mix_avg_without_EDL_A_per_m2,i_mix_avg_ratio_with_over_without,Au_sigma_C_per_m2,Au_sigma_uC_per_cm2,Au_phi_RP_tilde,Au_phi_RP_V,Au_phi_RP_mV,Au_eta_RP_V,Au_eta_RP_mV,Au_eta_RP_star_beta_eta,Au_f_eta,Au_exp_f_eta,Au_c_Red1_star,Au_c_Ox2_star,Au_reactant_star,Au_reactant_times_exp_f_eta,Au_j_model_A_per_m2,Pd_sigma_C_per_m2,Pd_sigma_uC_per_cm2,Pd_phi_RP_tilde,Pd_phi_RP_V,Pd_phi_RP_mV,Pd_eta_RP_V,Pd_eta_RP_mV,Pd_eta_RP_star_beta_eta,Pd_f_eta,Pd_exp_f_eta,Pd_c_Red1_star,Pd_c_Ox2_star,Pd_reactant_star,Pd_reactant_times_exp_f_eta,Pd_j_model_A_per_m2
0.0001,0.1,30.41217889017721,0.022854453994064022,21.87757362874934,21.87757362874934,0.9562890708504446,0.9562890708504446,0.6566653030570134,0.46699999999999986,0.02909044970672173,0.11756035407872402,0.2474511916427317,-0.0059738567860950775,-0.5973856786095078,-10.179289679787832,-0.26138698337079647,-261.3869833707965,0.8180522864278099,818.0522864278099,31.857711846915947,15.928855923457974,8275880.872889077,3.794815470087059e-05,26351.74247292342,3.794815470087059e-05,314.05440765037065,0.05818089941344346,-0.002695537099878395,-0.2695537099878395,-4.593121992168352,-0.11794362274322981,-117.94362274322981,-0.05939107419975673,-59.39107419975673,-2.3128885030035566,1.1564442515017783,3.1786108174973013,0.010121210656708915,98.80240950593624,98.80240950593624,314.0544076503671,-0.05818089941344279
0.00016548170999,0.16548170998999998,23.641364362898123,0.029399899795783002,17.006860685685666,17.006860685685666,0.9444656113325218,0.9444656113325218,0.6554593150227492,0.46699999999999986,0.02959710735127804,0.11756035407872402,0.2517609578775035,-0.007623224552281177,-0.7623224552281177,-10.097791042268941,-0.25929423587268846,-259.2942358726885,0.8147535508954378,814.7535508954378,31.72924797267095,15.864623986335475,7761017.357489698,4.117039852396844e-05,24289.296092624012,4.117039852396844e-05,319.5241775592873,0.05919421470255608,-0.0034581454022203015,-0.3458145402220302,-4.580690156235052,-0.11762439417281019,-117.62439417281018,-0.06091629080444054,-60.91629080444054,-2.3722855756629655,1.1861427878314827,3.2744266590795648,0.01024782125750718,97.58171760338195,97.58171760338195,319.5241775592875,-0.05919421470255623
0.00027384196343,0.27384196343,18.377969922490845,0.037819941279487984,13.220538770936166,13.220538770936166,0.9296791762880466,0.9296791762880466,0.6539303067744343,0.46699999999999986,0.030243170538093948,0.11756035407872402,0.25725654516012836,-0.009706724114764032,-0.9706724114764032,-9.995058790801112,-0.2566562449960377,-256.6562449960377,0.810586551770472,810.586551770472,31.566970989167615,15.783485494583807,7156170.1071050195,4.562481545913382e-05,21917.89687118188,4.562481545913382e-05,326.4989405308364,0.060486341076187895,-0.004432662336367528,-0.44326623363675277,-4.5643329436318565,-0.11720436855283066,-117.20436855283066,-0.06286532467273499,-62.86532467273499,-2.4481875203016643,1.2240937601508322,3.401082489282105,0.010416825499502382,95.99853621890571,95.99853621890571,326.4989405308342,-0.06048634107618741
0.00045315836376,0.45315836375999996,14.286391144618662,0.04865145691930813,10.277184521509504,10.277184521509504,0.9113253846212542,0.9113253846212542,0.6519995045731654,0.46699999999999986,0.031064753065840243,0.11756035407872402,0.2642451471780852,-0.012325793503537658,-1.2325793503537659,-9.866259962931645,-0.2533489084197594,-253.34890841975937,0.8053484129929247,805.3484129929248,31.362980219191343,15.681490109595671,6462262.906836429,5.189646079295453e-05,19269.136752688926,5.189646079295453e-05,335.3685735784011,0.06212950613168049,-0.005675197350131736,-0.5675197350131735,-4.5427478872877245,-0.1166501007265712,-116.6501007265712,-0.06535039470026341,-65.35039470026341,-2.5449645187525993,1.2724822593762997,3.5697025013939703,0.010644117495283044,93.94860592652716,93.94860592652716,335.3685735784004,-0.062129506131680313
0.00074989420933,0.7498942093300001,11.105740884156646,0.06258508554763399,7.989123856345073,7.989123856345073,0.8887544530500445,0.8887544530500445,0.6495736147049498,0.46699999999999986,0.03210577397924393,0.11756035407872402,0.2731003511417155,-0.01559809330567341,-1.559809330567341,-9.705863530907326,-0.24923019868370344,-249.23019868370343,0.7988038133886532,798.8038133886532,31.10811146348288,15.55405573174144,5689060.804406184,6.092520882357832e-05,16413.56704899788,6.092520882357832e-05,346.6072175184812,0.06421154795848787,-0.007254677284426747,-0.7254677284426747,-4.514199671943779,-0.11591703072619675,-115.91703072619674,-0.06850935456885343,-68.50935456885342,-2.667985057780691,1.3339925288903456,3.79616948813319,0.010952367106812305,91.30446324959343,91.30446324959343,346.60721751848473,-0.06421154795848855
0.00124093776075,1.24093776075,8.633214598228285,0.08050926284717161,6.210465508163147,6.210465508163147,0.8613126990389351,0.8613126990389351,0.6465449670545209,0.46699999999999986,0.03341855139122535,0.11756035407872402,0.2842671889950816,-0.019655806731519107,-1.9655806731519108,-9.507767212724115,-0.24414341948244092,-244.14341948244092,0.7906883865369618,790.6883865369618,30.79206940303602,15.39603470151801,4857501.172038522,7.427269185790447e-05,13463.898708736177,7.427269185790447e-05,360.7796877502269,0.0668371027824507,-0.00925425915943924,-0.925425915943924,-4.47640450559966,-0.11494651462660063,-114.94651462660063,-0.07250851831887842,-72.50851831887842,-2.8237259663884577,1.4118629831942289,4.103593212498593,0.01137423572288137,87.91799505159858,87.91799505159858,360.7796877502248,-0.06683710278245034
0.00205352502646,2.05352502646,6.711159127200259,0.10356686976587315,4.827798707543419,4.827798707543419,0.8284086238761791,0.8284086238761791,0.642793606454639,0.46699999999999986,0.03506359837968976,0.11756035407872402,0.29826040125916514,-0.024641070150004094,-2.464107015000409,-9.265571928637339,-0.23792425324535285,-237.92425324535284,0.7807178596999919,780.7178596999919,30.403783499794844,15.201891749897422,4000347.3383326465,9.462660083853822e-05,10567.852920198458,9.462660083853822e-05,378.5392707999122,0.07012719675937952,-0.011771716940717533,-1.1771716940717534,-4.426418551377678,-0.11366295966392595,-113.66295966392595,-0.077543433881435,-77.543433881435,-3.0198025397648407,1.5099012698824203,4.526283891712414,0.011957237308952403,83.63135849543593,83.63135849543593,378.53927079991786,-0.07012719675938052
0.00339820832894,3.39820832894,5.217020417858855,0.13322810486336198,3.752961888280234,3.752961888280234,0.789604877231231,0.789604877231231,0.6381923655682643,0.46699999999999986,0.03710796298035953,0.11756035407872402,0.3156503165642923,-0.030697451535564566,-3.0697451535564566,-8.973047962008017,-0.2304127313606066,-230.4127313606066,0.7686050969288709,768.6050969288709,29.93207171262111,14.966035856310555,3159852.3390120436,0.0001267811784382848,7887.606128277039,0.0001267811784382848,400.6098032309175,0.07421592596071906,-0.014917817327906889,-1.4917817327906888,-4.360566876918139,-0.11197199977592194,-111.97199977592194,-0.08383563465581371,-83.83563465581372,-3.264842034768792,1.632421017384396,5.116246257771061,0.012771145929302157,78.3015091625879,78.3015091625879,400.6098032309168,-0.07421592596071892
0.0056234132519,5.6234132519,4.055529234884892,0.17138422707598303,2.917421331767745,2.917421331767745,0.7447300365955919,0.7447300365955919,0.6326160254814631,0.46699999999999986,0.039621255811201496,0.11756035407872402,0.3370290615547926,-0.03795659814620218,-3.7956598146202185,-8.624818183749413,-0.22147077822613256,-221.47077822613255,0.7540868037075957,754.0868037075958,29.36668046608832,14.68334023304416,2381736.0988974664,0.00017959285535719218,5568.150236328168,0.00017959285535719218,427.74278670829585,0.07924251162240299,-0.01881135089087157,-1.8811350890871568,-4.274473718628378,-0.10976127273679377,-109.76127273679377,-0.09162270178174307,-91.62270178174307,-3.5680966613327403,1.7840483306663701,5.95391109596912,0.01391937229798208,71.84232008400063,71.84232008400063,427.74278670829653,-0.07924251162240306
0.0093057204093,9.305720409300001,3.1526266063090445,0.2204681461210334,2.2679013217878112,2.2679013217878112,0.6939932080161718,0.6939932080161718,0.6259553980712915,0.46699999999999986,0.042668485386319004,0.11756035407872402,0.36294961614139193,-0.04651985662810207,-4.6519856628102065,-8.217241187568549,-0.2110048886725044,-211.0048886725044,0.7369602867437959,736.9602867437959,28.6997162005686,14.3498581002843,1706334.5678875977,0.0002699588042203678,3704.2688897958606,0.0002699588042203678,460.6400395468139,0.08533697077263801,-0.023569347229314953,-2.3569347229314954,-4.163276176131524,-0.1069059074700786,-106.90590747007859,-0.10113869445862984,-101.13869445862984,-3.9386814731684487,1.9693407365842244,7.165950681618391,0.015556508480392625,64.28177641920081,64.28177641920081,460.64003954681306,-0.08533697077263779
