param,value,pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,E_mix_with_edl_FULL,E_mix_without_edl,delta_E_mix,i_mix_phys_with_edl_FULL_A_per_m,i_mix_phys_without_edl_A_per_m,delta_i_mix_phys_A_per_m,i_mix_abs_with_edl_FULL_A,i_mix_abs_without_edl_A,delta_i_mix_abs_A,i_mix_avg_with_edl_FULL_A_per_m2,i_mix_avg_without_edl_A_per_m2,delta_i_mix_avg_A_per_m2,ratio_i_mix_avg,pct_i_mix_avg,ratio_i_mix_abs,pct_i_mix_abs,ratio_i_mix_phys,pct_i_mix_phys,max_abs_phi_tilde_with_edl,debye_huckel_ok_with_edl,hover_params
pzc_C,0.16099999999999998,7.0,0.1,0.834,8.85e-05,0.0003878,0.46119141788441864,0.4915721295774951,-0.030380711693076434,7.710613233310306e-10,1.9936281784656743e-09,-1.2225668551346437e-09,7.710613233310306e-10,1.9936281784656743e-09,-1.2225668551346437e-09,0.016063777569396472,0.04153392038470155,-0.025470142815305078,0.3867628536051546,-61.323714639484535,0.3867628536051546,-61.323714639484535,0.3867628536051546,-61.323714639484535,3.3936101011950255,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.161<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.18957142857142856,7.0,0.1,0.834,8.85e-05,0.0003878,0.4614486426553655,0.4915721295774951,-0.030123486922129572,7.6708872306238e-10,1.9936281784656743e-09,-1.2265394554032943e-09,7.6708872306238e-10,1.9936281784656743e-09,-1.2265394554032943e-09,0.01598101506379958,0.04153392038470155,-0.02555290532090197,0.3847702050704072,-61.52297949295929,0.38477020507040727,-61.52297949295927,0.38477020507040727,-61.52297949295927,3.085968232591898,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.189571<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.2181428571428571,7.0,0.1,0.834,8.85e-05,0.0003878,0.4617017123134324,0.4915721295774951,-0.0298704172640627,7.63292263634312e-10,1.9936281784656743e-09,-1.2303359148313623e-09,7.63292263634312e-10,1.9936281784656743e-09,-1.2303359148313623e-09,0.015901922159048166,0.04153392038470155,-0.025631998225653384,0.3828659084372257,-61.71340915627743,0.38286590843722573,-61.71340915627742,0.38286590843722573,-61.71340915627742,2.7788278004758866,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.218143<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.2467142857142857,7.0,0.1,0.834,8.85e-05,0.0003878,0.4619508841507296,0.4915721295774951,-0.029621245426765475,7.596669141605035e-10,1.9936281784656743e-09,-1.2339612643051707e-09,7.596669141605035e-10,1.9936281784656743e-09,-1.2339612643051707e-09,0.01582639404501049,0.04153392038470155,-0.02570752633969106,0.3810474402228576,-61.89525597771425,0.38104744022285764,-61.89525597771424,0.38104744022285764,-61.89525597771424,2.474737645457367,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.246714<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.27528571428571424,7.0,0.1,0.834,8.85e-05,0.0003878,0.46219641454334875,0.4915721295774951,-0.02937571503414632,7.562080198269328e-10,1.9936281784656743e-09,-1.2374201586387415e-09,7.562080198269328e-10,1.9936281784656743e-09,-1.2374201586387415e-09,0.015754333746394435,0.04153392038470155,-0.025779586638307116,0.3793124655816822,-62.06875344183178,0.3793124655816822,-62.06875344183179,0.3793124655816822,-62.06875344183179,2.2128028994896223,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.275286<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.3038571428571428,7.0,0.1,0.834,8.85e-05,0.0003878,0.4624385593137939,0.4915721295774951,-0.02913357026370117,7.529112976922413e-10,1.9936281784656743e-09,-1.2407168807734329e-09,7.529112976922413e-10,1.9936281784656743e-09,-1.2407168807734329e-09,0.015685652035255026,0.04153392038470155,-0.025848268349446524,0.3776588361986802,-62.23411638013199,0.37765883619868024,-62.23411638013198,0.37765883619868024,-62.23411638013198,2.218426002842966,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.303857<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.3324285714285714,7.0,0.1,0.834,8.85e-05,0.0003878,0.46267757398801823,0.4915721295774951,-0.028894555589476845,7.497728301906318e-10,1.9936281784656743e-09,-1.2438553482750425e-09,7.497728301906318e-10,1.9936281784656743e-09,-1.2438553482750425e-09,0.015620267295638163,0.04153392038470155,-0.025913653089063387,0.37608458703050035,-62.39154129694997,0.37608458703050035,-62.39154129694996,0.37608458703050035,-62.39154129694996,2.2241304459059617,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.332429<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.361,7.0,0.1,0.834,8.85e-05,0.0003878,0.46291371413215676,0.4915721295774951,-0.028658415445338314,7.467890604827082e-10,1.9936281784656743e-09,-1.246839117982966e-09,7.467890604827082e-10,1.9936281784656743e-09,-1.246839117982966e-09,0.015558105426723087,0.04153392038470155,-0.025975814957978464,0.37458793397344936,-62.54120660265506,0.3745879339734494,-62.54120660265506,0.3745879339734494,-62.54120660265506,2.229786088025575,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.38957142857142857,7.0,0.1,0.834,8.85e-05,0.0003878,0.4631472357155358,0.4915721295774951,-0.02842489386195929,7.439567885195558e-10,1.9936281784656743e-09,-1.2496713899461184e-09,7.439567885195558e-10,1.9936281784656743e-09,-1.2496713899461184e-09,0.01549909976082408,0.04153392038470155,-0.02603482062387747,0.3731672718892426,-62.68327281107574,0.37316727188924265,-62.68327281107574,0.37316727188924265,-62.68327281107574,2.235402789890358,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.389571<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
pzc_C,0.4181428571428571,7.0,0.1,0.834,8.85e-05,0.0003878,0.46337839550521215,0.4915721295774951,-0.028193734072282928,7.412731679826848e-10,1.9936281784656743e-09,-1.2523550104829894e-09,7.412731679826848e-10,1.9936281784656743e-09,-1.2523550104829894e-09,0.015443190999639266,0.04153392038470155,-0.026090729385062284,0.3718211730700855,-62.81788269299145,0.3718211730700855,-62.817882692991446,0.3718211730700855,-62.817882692991446,2.2409658366857137,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.23<br>Cdl_C=0.1<br>Cdl_Pd=0.377<br>pzc_Au=0.513<br>pzc_C=0.418143<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
