param,value,pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,E_mix_with_edl_FULL,E_mix_without_edl,delta_E_mix,i_mix_phys_with_edl_FULL_A_per_m,i_mix_phys_without_edl_A_per_m,delta_i_mix_phys_A_per_m,i_mix_abs_with_edl_FULL_A,i_mix_abs_without_edl_A,delta_i_mix_abs_A,i_mix_avg_with_edl_FULL_A_per_m2,i_mix_avg_without_edl_A_per_m2,delta_i_mix_avg_A_per_m2,ratio_i_mix_avg,pct_i_mix_avg,ratio_i_mix_abs,pct_i_mix_abs,ratio_i_mix_phys,pct_i_mix_phys,max_abs_phi_tilde_with_edl,debye_huckel_ok_with_edl,hover_params
E2_eq,0.534,7.0,0.1,0.534,8.85e-05,0.0003878,0.5571789827240088,0.36398592267777424,0.19319306004623454,3.2097935542455876e-10,1.6623344765784801e-10,1.5474590776671074e-10,3.2097935542455876e-10,1.6623344765784801e-10,1.5474590776671074e-10,0.0066870699046783074,0.0034631968262051668,0.0032238730784731407,1.9308951354075166,93.08951354075167,1.9308951354075166,93.08951354075165,1.9308951354075166,93.08951354075165,6.754555933007564,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.534<br>E1_eq_eff=0.1<br>E2_eq_eff=0.534<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.5768571428571428,7.0,0.1,0.5768571428571428,8.85e-05,0.0003878,0.5677878473531008,0.38221252366297453,0.1855753236901263,4.3313602015859913e-10,2.3705584190402303e-10,1.960801782545761e-10,4.3313602015859913e-10,2.3705584190402303e-10,1.960801782545761e-10,0.009023667086637483,0.00493866337300048,0.004085003713637003,1.8271476318814504,82.71476318814504,1.8271476318814501,82.71476318814501,1.8271476318814501,82.71476318814501,6.562007639232485,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.576857<br>E1_eq_eff=0.1<br>E2_eq_eff=0.576857<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.6197142857142858,7.0,0.1,0.6197142857142858,8.85e-05,0.0003878,0.5783965195498708,0.40043912464819514,0.17795739490167567,5.844895769663938e-10,3.380515351911143e-10,2.464380417752795e-10,5.844895769663938e-10,3.380515351911143e-10,2.464380417752795e-10,0.01217686618679987,0.007042740316481548,0.005134125870318322,1.728995481815984,72.8995481815984,1.7289954818159843,72.89954818159842,1.7289954818159843,72.89954818159842,6.369462838056904,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.619714<br>E1_eq_eff=0.1<br>E2_eq_eff=0.619714<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.6625714285714286,7.0,0.1,0.6625714285714286,8.85e-05,0.0003878,0.5890050029946914,0.4186657256107337,0.1703392773839577,7.8874116668592e-10,4.820756133943556e-10,3.066655532915643e-10,7.8874116668592e-10,4.820756133943556e-10,3.066655532915643e-10,0.01643210763929,0.010043241945715743,0.006388865693574258,1.6361357944084605,63.61357944084605,1.6361357944084605,63.61357944084606,1.6361357944084605,63.61357944084606,6.176921462682959,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.662571<br>E1_eq_eff=0.1<br>E2_eq_eff=0.662571<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.7054285714285714,7.0,0.1,0.7054285714285714,8.85e-05,0.0003878,0.5996133013821373,0.4368923266270694,0.16272097475506792,1.0643819844108851e-09,6.8745996713667e-10,3.769220172742151e-10,1.0643819844108851e-09,6.8745996713667e-10,3.769220172742151e-10,0.022174624675226774,0.014322082648680626,0.007852542026546148,1.5482821332042471,54.82821332042471,1.5482821332042471,54.82821332042471,1.5482821332042471,54.82821332042471,5.984383446055025,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.705429<br>E1_eq_eff=0.1<br>E2_eq_eff=0.705429<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.7482857142857142,7.0,0.1,0.7482857142857142,8.85e-05,0.0003878,0.6102214185381076,0.45511892760790773,0.1551024909301999,1.4363682381551288e-09,9.803466364150823e-10,4.560216017400465e-10,1.4363682381551288e-09,9.803466364150823e-10,4.560216017400465e-10,0.029924338294898517,0.02042388825864755,0.009500450036250968,1.4651636317207348,46.51636317207348,1.4651636317207348,46.51636317207349,1.4651636317207348,46.51636317207349,5.791848718733968,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.748286<br>E1_eq_eff=0.1<br>E2_eq_eff=0.748286<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.7911428571428571,7.0,0.1,0.7911428571428571,8.85e-05,0.0003878,0.6208293581989044,0.473345528592062,0.14748382960684236,1.9383818920132563e-09,1.3980152642129798e-09,5.403666278002765e-10,1.9383818920132563e-09,1.3980152642129798e-09,5.403666278002765e-10,0.040382956083609506,0.02912531800443708,0.011257638079172426,1.386524125760872,38.652412576087194,1.386524125760872,38.652412576087194,1.386524125760872,38.652412576087194,5.599317212906826,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.791143<br>E1_eq_eff=0.1<br>E2_eq_eff=0.791143<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.834,7.0,0.1,0.834,8.85e-05,0.0003878,0.6314371241995458,0.4915721295774951,0.1398649946220507,2.615882126694787e-09,1.9936281784656743e-09,6.222539482291126e-10,2.615882126694787e-09,1.9936281784656743e-09,6.222539482291126e-10,0.05449754430614139,0.04153392038470155,0.012963623921439842,1.3121213649317538,31.212136493175382,1.312121364931754,31.212136493175397,1.312121364931754,31.212136493175397,5.4067888589689534,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834<br>E1_eq_eff=0.1<br>E2_eq_eff=0.834<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.8768571428571428,7.0,0.1,0.8768571428571428,8.85e-05,0.0003878,0.6420447204455493,0.5097987305641385,0.13224598988141079,3.530224106856711e-09,2.842997080080906e-09,6.872270267758048e-10,3.530224106856711e-09,2.842997080080906e-09,6.872270267758048e-10,0.07354633555951481,0.05922910583501888,0.014317229724495936,1.2417262513531135,24.172625135311353,1.2417262513531135,24.172625135311346,1.2417262513531135,24.172625135311346,5.214263586036168,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.876857<br>E1_eq_eff=0.1<br>E2_eq_eff=0.876857<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
E2_eq,0.9197142857142857,7.0,0.1,0.9197142857142857,8.85e-05,0.0003878,0.6526521508559036,0.528025331553063,0.12462681930284059,4.7642184369263035e-09,4.054232622217482e-09,7.099858147088213e-10,4.7642184369263035e-09,4.054232622217482e-09,7.099858147088213e-10,0.099254550769298,0.08446317962953089,0.014791371139767112,1.175122120723426,17.51221207234259,1.175122120723426,17.512212072342585,1.175122120723426,17.512212072342585,5.021741322979786,False,C_tot=0.01 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>pH=7<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.2<br>Cdl_C=0.1<br>Cdl_Pd=0.4<br>pzc_Au=0.93<br>pzc_C=0.5<br>pzc_Pd=0.78<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.919714<br>E1_eq_eff=0.1<br>E2_eq_eff=0.919714<br>it0_1_eff=8.85e-05<br>it0_2_eff=0.0003878
