C_tot_M,C_tot_mol_per_m3,lambda_D_nm,C_D_F_per_m2,g_Au,g_Pd,q_Au,q_Pd,E_mix_with_EDL_V,E_mix_without_EDL_V,delta_E_mix_mV,i_mix_abs_with_EDL_A,i_mix_abs_without_EDL_A,i_mix_abs_with_EDL_1e_minus_3_uA,i_mix_abs_without_EDL_1e_minus_3_uA,i_mix_avg_with_EDL_A_per_m2,i_mix_avg_without_EDL_A_per_m2,i_mix_avg_ratio_with_over_without,I_Au_with_EDL_A,I_Pd_with_EDL_A,relative_current_balance_residual_with_EDL,relative_current_balance_residual_without_EDL,closed_form_minus_brent_with_EDL_V,closed_form_minus_brent_without_EDL_V,Au_sigma_C_per_m2,Au_sigma_uC_per_cm2,Au_sigma_from_diffuse_C_per_m2,Au_charge_relation_residual_C_per_m2,Au_phi_RP_tilde,Au_phi_RP_V,Au_phi_RP_mV,Au_eta_RP_V,Au_eta_RP_mV,Au_eta_RP_star_beta_eta,Au_f_eta,Au_exp_f_eta,Au_c_Red1_star,Au_c_Ox2_star,Au_reactant_star,Au_reactant_times_exp_f_eta,Au_j_reconstructed_A_per_m2,Au_j_model_A_per_m2,Au_j_reconstruction_residual_A_per_m2,Pd_sigma_C_per_m2,Pd_sigma_uC_per_cm2,Pd_sigma_from_diffuse_C_per_m2,Pd_charge_relation_residual_C_per_m2,Pd_phi_RP_tilde,Pd_phi_RP_V,Pd_phi_RP_mV,Pd_eta_RP_V,Pd_eta_RP_mV,Pd_eta_RP_star_beta_eta,Pd_f_eta,Pd_exp_f_eta,Pd_c_Red1_star,Pd_c_Ox2_star,Pd_reactant_star,Pd_reactant_times_exp_f_eta,Pd_j_reconstructed_A_per_m2,Pd_j_model_A_per_m2,Pd_j_reconstruction_residual_A_per_m2
0.0001,0.1,30.41217889017721,0.022854453994064022,8.751029451499736,17.502058902999472,0.8974467254997166,0.9459519610632152,0.6521488372015665,0.46699999999999997,185.1488372015665,1.6836869001256218e-11,5.878017703936212e-11,0.016836869001256218,0.05878017703936212,0.033673738002512436,0.11756035407872424,0.28643787496559286,1.6836869001256218e-11,-1.68368690012564e-11,5.373497857068118e-15,0.0,3.4411362648256727e-12,-1.1102230246251565e-16,-0.005698909313738132,-0.5698909313738132,-0.005698909313738137,5.204170427930421e-18,-9.710786656019177,-0.24935661622974292,-249.3566162297429,0.8015054534313094,801.5054534313094,31.21332242789307,15.606661213946534,5996348.232260311,6.062600351498204e-05,16494.572329064667,6.062600351498204e-05,363.53462900606996,0.06734747600502489,0.06734747600502487,1.3877787807814457e-17,-0.002764041850017174,-0.2764041850017174,-0.0027640418500171765,2.6020852139652106e-18,-4.709852225428603,-0.12094105817339063,-120.94105817339063,-0.06091010462504287,-60.91010462504287,-2.37204466499753,1.186022332498765,3.2740322606810577,0.009006108357909298,111.03575043284764,111.03575043284764,363.5346290060739,-0.06734747600502561,-0.0673474760050256,-1.3877787807814457e-17
0.00016548170999,0.16548170998999998,23.641364362898123,0.029399899795783002,6.802744274274267,13.605488548548534,0.8718399623454263,0.9315325881310983,0.6497934532902543,0.46699999999999997,182.79345329025432,1.774778650519068e-11,5.878017703936212e-11,0.01774778650519068,0.05878017703936212,0.03549557301038136,0.11756035407872424,0.3019348936854321,1.774778650519068e-11,-1.7747786505190786e-11,3.004001394926848e-15,0.0,1.5766277172701848e-12,-1.1102230246251565e-16,-0.00718225631547581,-0.718225631547581,-0.007182256315475822,1.214306433183765e-17,-9.513680593862217,-0.2442952651323667,-244.29526513236672,0.7940887184226211,794.0887184226211,30.924489781530706,15.462244890765353,5190003.298885881,7.383478515348116e-05,13543.751741422277,7.383478515348116e-05,383.2027785190975,0.07099114602076291,0.07099114602076272,1.942890293094024e-16,-0.0035659621046414238,-0.35659621046414236,-0.0035659621046414203,-3.469446951953614e-18,-4.72350511917474,-0.12129164144814218,-121.29164144814219,-0.0629149052616035,-62.914905261603494,-2.4501183554567993,1.2250591777283997,3.404367539567512,0.008883984486552567,112.56210560854439,112.56210560854439,383.20277851909873,-0.07099114602076315,-0.07099114602076315,0.0
0.00027384196343,0.27384196343,18.377969922490845,0.037819941279487984,5.288215508374467,10.576431016748934,0.8409723714671947,0.9136175909005818,0.6468685131292752,0.46699999999999997,179.86851312927521,1.891258215125846e-11,5.878017703936212e-11,0.01891258215125846,0.05878017703936212,0.037825164302516916,0.11756035407872424,0.3217510239649951,1.891258215125846e-11,-1.8912582151258476e-11,4.271196605972519e-16,0.0,3.93796106834543e-13,-1.1102230246251565e-16,-0.0090051457840037,-0.90051457840037,-0.009005145784003694,-5.204170427930421e-18,-9.272640333307733,-0.23810575795070638,-238.10575795070636,0.7849742710799816,784.9742710799817,30.569542497716323,15.284771248858162,4346020.900223493,9.396010005484661e-05,10642.815401604272,9.396010005484661e-05,408.3525586254539,0.07565032860503389,0.07565032860503383,5.551115123125783e-17,-0.004600087425152311,-0.4600087425152311,-0.00460008742515231,-8.673617379884035e-19,-4.7367313332094225,-0.12163126830784407,-121.63126830784407,-0.06550021856288071,-65.50021856288072,-2.5507991646820134,1.2753995823410067,3.580131681725403,0.008767256641604992,114.06076505785205,114.06076505785205,408.3525586254539,-0.07565032860503389,-0.0756503286050339,1.3877787807814457e-17
0.00045315836376,0.45315836375999996,14.286391144618662,0.04865145691930813,4.1108738086038015,8.221747617207603,0.8043387417790341,0.8915606844266677,0.6432676026977421,0.46699999999999997,176.26760269774212,2.039475386777952e-11,5.878017703936212e-11,0.02039475386777952,0.05878017703936212,0.04078950773555904,0.11756035407872424,0.34696652672757655,2.039475386777952e-11,-2.039475386777961e-11,2.218042936054257e-15,0.0,-1.0880185641326534e-14,-1.1102230246251565e-16,-0.011220484325774733,-1.1220484325774733,-0.01122048432577474,6.938893903907228e-18,-8.9815081873893,-0.2306299756733843,-230.6299756733843,0.7738975783711264,773.8975783711264,30.138178769027952,15.069089384513976,3502856.6683496544,0.00012571310553397835,7954.62013091161,0.00012571310553397835,440.3549900186399,0.08157901547111801,0.08157901547111808,-6.938893903907228e-17,-0.00593086703206312,-0.593086703206312,-0.005930867032063116,-3.469446951953614e-18,-4.747400313587994,-0.12190522972210015,-121.90522972210015,-0.06882716758015774,-68.82716758015773,-2.6803617670733764,1.3401808835366882,3.819734369943483,0.008674216158608248,115.2841918756665,115.2841918756665,440.3549900186425,-0.08157901547111848,-0.08157901547111844,-4.163336342344337e-17
0.00074989420933,0.7498942093300001,11.105740884156646,0.06258508554763399,3.1956495425380296,6.391299085076059,0.7616578816077472,0.8647057860208738,0.638880309681272,0.46699999999999997,171.880309681272,2.226635978789842e-11,5.878017703936212e-11,0.02226635978789842,0.05878017703936212,0.04453271957579683,0.11756035407872424,0.3788072937069883,2.226635978789842e-11,-2.2266359787898354e-11,1.4511461678353842e-15,0.0,-1.2212453270876722e-14,-1.1102230246251565e-16,-0.013877216739252457,-1.3877216739252458,-0.013877216739252445,-1.214306433183765e-17,-8.635053606905718,-0.2217336066224658,-221.7336066224658,0.7606139163037378,760.6139163037377,29.62086821879087,14.810434109395436,2704517.576877981,0.0001777640218952258,5625.435278401837,0.0001777640218952258,480.7659217521604,0.08906543915159365,0.08906543915159366,-1.3877787807814457e-17,-0.007637071031460014,-0.7637071031460014,-0.007637071031460007,-6.938893903907228e-18,-4.752142954564561,-0.12202701274007803,-122.02701274007804,-0.07309267757864997,-73.09267757864997,-2.8464750958503093,1.4232375479251547,4.1505362714286305,0.008633174864603407,115.83224198319748,115.83224198319748,480.76592175215933,-0.08906543915159346,-0.08906543915159341,-4.163336342344337e-17
0.00124093776075,1.24093776075,8.633214598228285,0.08050926284717161,2.484186203265259,4.968372406530518,0.7129889329500144,0.8324501334893559,0.6336001746664417,0.46699999999999997,166.60017466644172,2.4602390667440315e-11,5.878017703936212e-11,0.024602390667440313,0.05878017703936212,0.049204781334880626,0.11756035407872424,0.41854910799205886,2.4602390667440315e-11,-2.4602390667440334e-11,3.940073521466572e-16,0.0,-5.551115123125783e-16,-1.1102230246251565e-16,-0.01701400602848278,-1.701400602848278,-0.017014006028482787,6.938893903907228e-18,-8.229894141933139,-0.21132979519114445,-211.32979519114446,0.7449299698575862,744.9299698575862,29.01008250888741,14.505041254443706,1992780.095043708,0.00026656454676673346,3751.436611242547,0.00026656454676673346,531.2045228410941,0.09840956266976134,0.09840956266976125,8.326672684688674e-17,-0.009811708476727722,-0.9811708476727722,-0.009811708476727726,3.469446951953614e-18,-4.7460499296753795,-0.12187055414173903,-121.87055414173904,-0.07852927119181924,-78.52927119181923,-3.058194365670374,1.529097182835187,4.614009334517288,0.008685937593000383,115.12861902275885,115.12861902275885,531.204522841094,-0.09840956266976132,-0.09840956266976134,1.3877787807814457e-17
0.00205352502646,2.05352502646,6.711159127200259,0.10356686976587315,1.931119483017368,3.862238966034736,0.6588334232726074,0.7943334321933744,0.62733579100742,0.46699999999999997,160.33579100742003,2.7468931028715384e-11,5.878017703936212e-11,0.027468931028715383,0.05878017703936212,0.054937862057430766,0.11756035407872424,0.46731623503482855,2.7468931028715384e-11,-2.746893102871546e-11,1.3527466373076496e-15,0.0,-1.9395596240201485e-13,-1.1102230246251565e-16,-0.020651782415980532,-2.065178241598053,-0.020651782415980532,0.0,-7.765514008319306,-0.19940529691267742,-199.40529691267741,0.7267410879200974,726.7410879200974,28.301746172450525,14.150873086225262,1398447.2699937627,0.00042411156670676156,2357.8701419653053,0.00042411156670676156,593.0976626338482,0.10987572411486142,0.10987572411486153,-1.1102230246251565e-16,-0.012559169556166927,-1.2559169556166927,-0.012559169556166929,1.734723475976807e-18,-4.722517657643116,-0.12126628510216272,-121.26628510216273,-0.08539792389041725,-85.39792389041726,-3.3256828405256873,1.6628414202628437,5.274276007939649,0.008892761412205621,112.45100971982286,112.45100971982286,593.0976626338501,-0.10987572411486175,-0.10987572411486182,6.938893903907228e-17
0.00339820832894,3.39820832894,5.217020417858855,0.13322810486336198,1.5011847553120936,3.002369510624187,0.6001894710591974,0.7501480067381271,0.6200245996431695,0.46699999999999997,153.0245996431695,3.0903266313144346e-11,5.878017703936212e-11,0.030903266313144346,0.05878017703936212,0.061806532626288685,0.11756035407872424,0.5257429948271504,3.0903266313144346e-11,-3.0903266313144623e-11,4.4959808489780575e-15,0.0,-2.0095036745715333e-14,-1.1102230246251565e-16,-0.0247862857550603,-2.47862857550603,-0.024786285755060294,-6.938893903907228e-18,-7.245178988963321,-0.18604397158152908,-186.04397158152906,0.7060685712246986,706.0685712246985,27.49668873179671,13.748344365898355,935039.7922284665,0.0007136064136766276,1401.332696616082,0.0007136064136766276,667.2503927770949,0.12361306525257737,0.12361306525257737,0.0,-0.0159880690608081,-1.5988069060808099,-0.015988069060808102,3.469446951953614e-18,-4.6734078344034495,-0.12000522770481031,-120.00522770481031,-0.09397017265202018,-93.97017265202018,-3.6595150850631857,1.8297575425315928,6.232375389363805,0.00934038474436053,107.06197093259705,107.06197093259705,667.250392777101,-0.1236130652525785,-0.1236130652525785,0.0
0.0056234132519,5.6234132519,4.055529234884892,0.17138422707598303,1.166968532707098,2.333937065414196,0.5385258323291183,0.7000543260477643,0.6116480993251416,0.46699999999999997,144.64809932514166,3.4886752584580023e-11,5.878017703936212e-11,0.03488675258458002,0.05878017703936212,0.06977350516916005,0.11756035407872424,0.5935122066954328,3.4886752584580023e-11,-3.488675258457987e-11,2.222854713657782e-15,0.0,4.75175454539567e-14,-1.1102230246251565e-16,-0.0293822356780747,-2.93822356780747,-0.029382235678074707,6.938893903907228e-18,-6.67647926664433,-0.17144072228448493,-171.44072228448493,0.6830888216096266,683.0888216096266,26.601779868760552,13.300889934380276,597727.315255895,0.0012602070241374437,793.520414381483,0.0012602070241374437,753.2601612042952,0.1395470103383202,0.1395470103383201,1.1102230246251565e-16,-0.020198569723624105,-2.0198569723624105,-0.020198569723624098,-6.938893903907228e-18,-4.589689275288078,-0.11785547636579813,-117.85547636579813,-0.1044964243090602,-104.4964243090602,-4.069442784895726,2.034721392447863,7.650120447210245,0.010156013607542244,98.46383026282692,98.46383026282692,753.2601612042911,-0.13954701033831945,-0.13954701033831945,0.0
0.0093057204093,9.305720409300001,3.1526266063090445,0.2204681461210334,0.9071605287151246,1.8143210574302493,0.47566028923967335,0.6446745131086437,0.6022463319652023,0.46699999999999997,135.2463319652023,3.9316904345025114e-11,5.878017703936212e-11,0.03931690434502511,0.05878017703936212,0.07863380869005022,0.11756035407872424,0.668880332202752,3.9316904345025114e-11,-3.931690434502504e-11,9.040110745681149e-16,0.0,3.8968828164342995e-14,-1.1102230246251565e-16,-0.034370852699600406,-3.4370852699600407,-0.034370852699600385,-2.0816681711721685e-17,-6.071247998739387,-0.15589940453679577,-155.89940453679577,0.658145736501998,658.145736501998,25.630412107658337,12.815206053829169,367767.43741405435,0.002308290668427424,433.22100361011854,0.002308290668427424,848.9141439343283,0.15726761738010056,0.15726761738010045,1.1102230246251565e-16,-0.025264163456475613,-2.5264163456475615,-0.02526416345647561,-3.469446951953614e-18,-4.462647556798485,-0.11459325939360872,-114.59325939360872,-0.11716040864118897,-117.16040864118897,-4.562620996582589,2.2813104982912944,9.789501131432333,0.011531791761723392,86.71679307626978,86.71679307626978,848.9141439343265,-0.15726761738010023,-0.15726761738010017,-5.551115123125783e-17
