run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,delta_pzc,L_gap_nm
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,4.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.7293612076598464,240.35016765178014,240.35016765178014,7.309572294910022e-07,7.309572294910022e-07,6.483361403297749e-09,6.483361403297749e-09,1.9717314680676152e-17,1.9717314680676152e-17,True,brentq,16,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,11.613992200333067,False,-3.0,0.1,1.0113795000472439,8.85e-05,0.38780000000000026,with_edl_FULL,0.01,,,pH,4.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,4.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.7708938710280097,150.89178374644382,150.89178374644382,4.5889479203547837e-07,4.5889479203547837e-07,1.5063505998114124e-12,1.5063505998114124e-12,4.581140391279042e-21,4.581140391279042e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,-3.0,0.1,1.0113795000472439,8.85e-05,0.38780000000000026,without_edl,0.01,,,pH,4.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,5.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6489395426764053,33.24763183910487,33.24763183910487,1.0111329271656089e-07,1.0111329271656089e-07,4.917019680306112e-09,4.917019680306112e-09,1.4953728212399143e-17,1.4953728212399143e-17,True,brentq,8,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,9.07839053982912,False,-2.0,0.1,0.9522530000314959,8.85e-05,0.038780000000000016,with_edl_FULL,0.01,,,pH,5.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,5.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6777866238767943,24.621203101957118,24.621203101957118,7.487844332281059e-08,7.487844332281059e-08,1.6932233393163187e-11,1.6932233393163187e-11,5.1494611096311114e-20,5.1494611096311114e-20,True,brentq,13,1.0,0.0,0.0,0.0,0.0,0.0,True,-2.0,0.1,0.9522530000314959,8.85e-05,0.038780000000000016,without_edl,0.01,,,pH,5.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,6.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5663301054039204,4.768243421721365,4.768243421721365,1.4501267193330086e-08,1.4501267193330086e-08,-4.529709940470639e-14,-4.529709940470639e-14,-1.3775834903020703e-22,-1.3775834903020703e-22,True,brentq,10,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,6.473810960874394,False,-1.0,0.1,0.893126500015748,8.85e-05,0.003878000000000001,with_edl_FULL,0.01,,,pH,6.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,6.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5846793767255605,4.017472834745319,4.017472834745319,1.2218010253670198e-08,1.2218010253670198e-08,2.957634137601417e-12,2.957634137601417e-12,8.99480984844293e-21,8.99480984844293e-21,True,brentq,17,1.0,0.0,0.0,0.0,0.0,0.0,True,-1.0,0.1,0.893126500015748,8.85e-05,0.003878000000000001,without_edl,0.01,,,pH,6.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48179027962249854,0.7082159255330227,0.7082159255330227,2.153838942018271e-09,2.153838942018271e-09,3.774758283725532e-15,3.774758283725532e-15,1.147986241918392e-23,1.147986241918392e-23,True,brentq,12,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,3.8083684750190656,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,pH,7.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088740705540886e-11,7.088740705540886e-11,2.1558405044299045e-19,2.1558405044299045e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,pH,7.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,8.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.39585404133877133,0.10863869529514232,0.10863869529514232,3.3039394357113217e-10,3.3039394357113217e-10,6.059200363672801e-11,6.059200363672801e-11,1.8427348539144405e-19,1.8427348539144405e-19,True,brentq,15,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,1.0988987253620888,False,1.0,0.1,0.7748734999842519,8.85e-05,3.877999999999999e-05,with_edl_FULL,0.01,,,pH,8.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,8.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.39846488240827754,0.10696465753480824,0.10696465753480824,3.2530282998751303e-10,3.2530282998751303e-10,-5.3601387217661056e-11,-5.3601387217661056e-11,-1.6301349768251663e-19,-1.6301349768251663e-19,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.1,0.7748734999842519,8.85e-05,3.877999999999999e-05,without_edl,0.01,,,pH,8.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,9.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3092476163570405,0.017199575836658137,0.017199575836658137,5.2307657717961665e-11,5.2307657717961665e-11,9.367506770274758e-17,9.367506770274758e-17,2.8488629165254213e-25,2.8488629165254213e-25,True,brentq,17,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,1.6317012322389246,False,2.0,0.1,0.715746999968504,8.85e-05,3.877999999999998e-06,with_edl_FULL,0.01,,,pH,9.0,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,9.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.30535763527337345,0.017453558393594904,0.017453558393594904,5.308007401361622e-11,5.308007401361622e-11,9.11087177923875e-13,9.11087177923875e-13,2.77081462395676e-21,2.77081462395676e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,2.0,0.1,0.715746999968504,8.85e-05,3.877999999999998e-06,without_edl,0.01,,,pH,9.0,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.0005250617670899841,4.375514725749868,0.00016495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,10.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.2229070841622977,0.002826558781180658,0.002826558781180658,8.596181129686744e-12,8.596181129686744e-12,1.8682104474532224e-14,1.8682104474532224e-14,5.681635033244542e-23,5.681635033244542e-23,True,brentq,17,1.0,0.09481288196000784,-0.03429794450068687,0.02822480808016813,-0.010190756289682967,4.35391789918882,False,3.0,0.1,0.6566204999527561,8.85e-05,3.8779999999999975e-07,with_edl_FULL,0.01,,,pH,10.0,,,
